Pronunciation,Syllables,Word,Frequency
L IH R,LIER,CAVALIERLY,24916
L IH R,LIER,CHANDELIER,1624310
L IH R,LIER,CHEVALIER,636912
L IH R,LIER,GONDOLIER,32133
L IH R,LIR,DELIRIOUS,481853
L IH R,LIR,DELIRIUM,567749
L IH R,LIR,LIRA,1662242
L IH R,LIR,LIRE,903373
L IH R,LYR,ELYRIA,304287
L IH R,LYR,LYRIC,6970278
L IH R,LYR,LYRICAL,1145693
L IH R,LYR,LYRICIST,355597
L IH R,LLYR,ILLYRIAN,30643
L IH R,LEAR,LEAR,1283330
L IH R,LEAR,LEARY,675295
L IH R,LEER,LEERY,168700
L IH R,LAER,RENSSELAER,1014465
L IH R,LER,VALERIAN,352186
D W AE,WAG,BANDWAGON,771081
B AE N F,BANFF,BANFF,2221531
B AE NG,BANG,BANG,17596497
B AE NG,BANG,BANGKOK,8318647
B AE NG,BANG,BANGLE,1223618
B AE NG,BANG,BANGOR,2098667
B AE NG,BANK,BANKABLE,71132
B AE NG,BANK,BANKRUPT,1367273
B AE NG,BANK,BANKRUPTCY,16075117
B AE NG,BANK,EMBANKMENT,564483
B AE NG,BAN,BANKER,4138729
B AE NG,BAN,BANKING,30095341
B AE NG,BAN,BANQUET,4757535
NG ER,NGER,BANGER,299806
NG ER,NGER,BOULANGER,146585
NG ER,NGER,BUNGER,22969
NG ER,NGER,CLIFFHANGER,211187
NG ER,NGER,CLINGER,84183
NG ER,NGER,DILLINGER,402027
NG ER,NGER,ERLANGER,201463
NG ER,NGER,GANGER,55890
NG ER,NGER,GUNSLINGER,278002
NG ER,NGER,HANGER,1846538
NG ER,NGER,HUMDINGER,34269
NG ER,NGER,LANGER,580028
NG ER,NGER,MENNINGER,58629
NG ER,NGER,RINGER,2450825
NG ER,NGER,SANGER,861440
NG ER,NGER,SINGER,12021075
NG ER,NGER,SPRINGER,5544157
NG ER,NGER,STAUDINGER,47862
NG ER,NGER,STINGER,679953
NG ER,NGER,STRINGER,728602
NG ER,NGER,SWINGER,2941608
NG ER,NGER,WINGER,674578
NG ER,NGER,WRINGER,85498
NG L AH,NGLA,BANGLADESH,9366062
D EH SH,DESH,BANGLADESH,9366062
D EH SH,DESH,PRADESH,3220502
B AE NG Z,BANGS,BANGS,1154062
JH OW,JO,BANJO,1940675
JH OW,JO,BEAUJOLAIS,176824
JH OW,JO,CAJOLING,47409
JH OW,JO,JOANN,807437
JH OW,JO,JOANNA,2286620
JH OW,JO,JOANNE,2928609
JH OW,JO,JODI,1243824
JH OW,JO,JODY,1433607
JH OW,JO,JOEL,9814525
JH OW,JO,JOEY,4925455
JH OW,JO,JOHANNES,1838975
JH OW,JO,JOHANNESBURG,3875115
JH OW,JO,JOKER,1492319
JH OW,JO,JOKING,1059257
JH OW,JO,JOLIET,857846
JH OW,JO,JONAH,2042513
JH OW,JO,JONAS,1943585
JH OW,JO,JOSEF,1645922
JH OW,JO,JOSEPH,30285903
JH OW,JO,JOSEPHINE,1650169
JH OW,JO,JOSEPHUS,327700
JH OW,JO,JOSIAH,827945
JH OW,JO,JOSIE,1076558
JH OW,JO,JOVIAL,189613
JH OW,JO,JOVIAN,180759
JH OW,O,CHANGEOVER,532525
JH OW,JOE,JOE,37642746
JH OW,JOK,JOKINGLY,232957
JH OW,HJO,POHJOLA,40964
K R AH P T,RUPT,BANKRUPT,1367273
B AE NG K S,BANKS,BANKS,30582183
B AE N Z,BANS,BANS,1611048
P T IH,TIS,BAPTISMAL,277405
P T IH,TI,CAPTIVATE,300362
P T IH,TI,CAPTIVATED,384333
P T IH,TI,CAPTIVATING,892504
P T IH,TI,ELLIPTICAL,1408104
P T IH,TI,IMPERCEPTIBLE,123586
P T IH,TI,IMPERCEPTIBLY,73605
P T IH,TIV,CAPTIVITY,905059
P T IH,PTI,CORRUPTIBLE,62772
P T IH,PTI,INTERRUPTIBLE,161946
P T IH,PTI,OPTICAL,26665491
P T IH,PTI,OPTICIAN,296446
P T IH,PTI,OPTIMAL,10331534
P T IH,PTI,OPTIMIST,603119
P T IH,PTI,OPTIMISTIC,2791411
P T IH,PTI,OPTIMISTICALLY,95537
P T IH,PTI,OPTIMIZATION,16067890
P T IH,PTI,OPTIMIZE,5483874
P T IH,PTI,OPTIMUM,5188219
P T IH,PTI,SURREPTITIOUS,93263
P T IH,TIVE,DECEPTIVELY,312993
P T IH,I,INEPTITUDE,149387
P T IH S,TIS,BAPTISTA,165099
P T IH S T,TISTE,BAPTISTE,713678
P T AY Z,TIZE,BAPTIZE,150859
P T AY Z D,TIZED,BAPTIZED,1196165
AH K,AK,BARAK,514100
AH K,AK,BORAK,18314
AH K,AK,DVORAK,751433
B AA R B,BARB,BARB,2265716
B AA R B,BARB,RHUBARB,499529
B AA R B,BARBE,BARBE,111899
D OW S,DOS,BARBADOS,7914154
D OW S,DOS,KUDOS,1589906
D OW S,DOSE,DOSE,15959187
D OW S,DOSE,OVERDOSE,2258473
D OW S,DO,ENDOSCOPE,143942
D OW S,DO,ENDOSCOPIC,659973
B AE R,BAR,BARBARIC,416962
B AE R,BAR,BARBARITY,85482
B AE R,BAR,BAROMETRIC,332267
B AE R,BAR,BARON,3504549
B AE R,BARR,BARRACKS,1216474
B AE R,BARR,BARREL,6568339
B AE R,BARR,BARRELED,103105
B AE R,BARR,BARRELING,56377
B AE R,BARR,BARRENS,180036
B AE R,BARR,BARRETT,3795271
B AE R,BARR,BARRICADE,425797
B AE R,BARR,BARRICADED,86591
B AE R,BARR,BARRIE,1781427
B AE R,BARR,BARRIER,8353617
B AE R,BARR,BARRISTER,567264
B AE R,BARR,BARRY,12921548
B AE R,BARR,BARRYMORE,1046028
K Y UW D,CUED,BARBECUED,238319
K Y UW D,CUED,RESCUED,1678575
K Y UW D,QUED,BARBEQUED,47348
B AA R B D,BARBED,BARBED,653497
SH AA P,SHOP,BARBERSHOP,481271
SH AA P,SHOP,SHOP,212793848
K L EY,LAY,BARCLAY,1126940
K L EY,LAY,BRICKLAYER,126004
K L EY,CLAI,CLAIBORNE,1561918
K L EY,CLAI,DISCLAIMER,52917604
K L EY,CLAI,RECLAIMER,32373
K L EY,CLAY,CLAY,13357683
K L EY,CLAY,CLAYEY,159159
K L EY,CLE,CLEMENTI,127127
K L EY,LA,CYCLADES,342999
K L EY,CLA,NOMENCLATURAL,58016
K L EY,CLA,NOMENCLATURE,1417189
B AA R D,BARD,BARD,1793654
B AA R D,BARD,BOMBARD,204887
B AA R D,BARD,LOMBARD,1126144
B AA R D,BARRED,BARRED,1902400
B OY M,BOIM,BARENBOIM,111527
AH N T S,ENTS,BARENTS,261713
AY T,ITE,BARITE,76661
AY T,ITE,DIORITE,47442
AY T,ITE,METEORITE,638778
AY T,ITE,PYRITE,321759
AY T,ITE,SHIITE,760385
AY T,IGHT,COPYRIGHT,373906735
AY T,WRITE,OVERWRITE,1068643
AY T,WRITE,REWRITE,2648549
AY T,WRITE,UNDERWRITE,245130
B AA R K,BARK,BARK,3559940
B AA R K,BARK,DISEMBARK,128934
B AA R K,BARK,EMBARK,1084355
B AA R N,BARN,BARN,5952183
B AH S,BAS,BARNABAS,403919
B AH S,BOUS,BULBOUS,163322
B AH S,BUS,BUS,41043865
B AH S,BUS,BUSKER,67931
B AH S,BUS,BUSTARD,89602
B AH S,BUS,BUSTY,15705827
B AH S,BUS,COLUMBUS,16772509
B AH S,BUS,COMBUSTION,3757231
B AH S,BUS,FILIBUSTER,1221836
B AH S,BUS,JACOBUS,232103
B AH S,BUS,MINIBUS,572625
B AH S,BUS,NIMBUS,694079
B AH S,BUS,OMNIBUS,1149829
B AH S,BUS,PHOEBUS,123261
B AH S,BUS,REBUS,227042
B AH S,BUS,SYLLABUS,4051766
B AH S,BUSS,BUSS,493314
B AH S,BIS,CANNABIS,2954641
B AH S,BIS,IBIS,2141847
B AH S,BUST,ROBUSTLY,129311
OW K,OQUE,BAROQUE,2050077
OW K,OAK,OAK,20577693
AH K S,ACKS,BARRACKS,1216474
AH K S,OCKS,HORROCKS,263962
AA ZH D,AGED,BARRAGED,27941
AH L D,ELED,BARRELED,103105
AH L D,ELED,DUELED,20284
AH L D,ELED,FUELED,1431603
AH L D,ELED,QUARRELED,41092
AH L D,ELED,REFUELED,38866
AH L D,ELED,SQUIRRELED,17930
AH L D,ALED,DIALED,607455
AH L D,ALED,SPIRALED,58223
AH L D,WALD,EWALD,216401
AH L D,ALD,FITZGERALD,3793474
AH L D,ALD,GERALD,5363542
AH L D,ALD,HERALD,12020777
AH L D,ELLED,FUELLED,491974
AH L D,OLD,HAROLD,6554087
AH L D,OLD,JERROLD,203375
AH L D,ILED,IMPERILED,128955
AH N Z,ENS,BARRENS,180036
AH N Z,ENS,BEHRENS,318391
AH N Z,ENS,LAURENS,512396
AH N Z,ENS,TORRENS,201906
AH N Z,ANS,CORINTHIANS,2991171
AH N Z,ONS,ENVIRONS,565770
AH N Z,ONS,LIONS,6980244
AH N Z,ONS,LYONS,2662817
AH N Z,WENS,OWENS,3246277
AH N Z,WENS,OWENSBORO,456633
EH T,ETTE,BARRETTE,222670
EH T,ETTE,CHARETTE,96379
EH T,ETTE,CHARRETTE,93001
EH T,ETTE,CIGARETTE,6890707
EH T,ETTE,FAYETTE,1907150
EH T,ETTE,FLEURETTE,30111
EH T,ETTE,HARRIETTE,66744
EH T,ETTE,JULIETTE,682593
EH T,ETTE,LAURETTE,42426
EH T,ETTE,LORETTE,54062
EH T,ETTE,PAYETTE,206745
EH T,ETTE,STATUETTE,192325
EH T,ET,DUET,1335288
EH T,ET,JOLIET,857846
EH T,ET,JULIET,2100455
EH T,ET,MINARET,102009
EH T,ET,MINUET,199114
EH T,ET,VIET,3776331
EH T,YETTE,LAFAYETTE,5693356
EH T,ETT,LEVERETT,126753
K EY D,CADE,BARRICADE,425797
K EY D,CADE,CADE,456953
K EY D,CADE,CASCADE,3732995
K EY D,CADE,CAVALCADE,176742
K EY D,CADE,MOTORCADE,120594
K EY D,ADE,BLOCKADE,967434
K EY D,ADE,DECADE,11178625
K EY D,ADE,STOCKADE,137041
K EY D,CAID,MEDICAID,7356955
B AA R T,BART,BART,3288348
B AA R T,BART,HOBART,3585651
B AA R TH,BARTH,BARTH,710974
TH AA,THOL,BARTHOLOMEW,826553
TH AA,THOL,ETHOLOGY,130800
TH AA,THOL,MYTHOLOGY,3899588
TH AA,THOL,ORNITHOLOGY,314684
TH AA,THOL,PATHOLOGY,8314757
TH AA,THAT,BOPHUTHATSWANA,35382
TH AA,THA,HYPOTHALAMIC,283283
TH AA,THAL,HYPOTHALAMUS,376565
TH AA,THOG,LITHOGRAPHY,562718
TH AA,THOG,ORTHOGRAPHY,190527
TH AA,THOD,METHODICAL,353588
TH AA,THOD,METHODICALLY,195988
Z V IH L,VILLE,BARTLESVILLE,246228
Z V IH L,VILLE,BROWNSVILLE,1292108
Z V IH L,VILLE,CARTERSVILLE,232799
Z V IH L,VILLE,DANSVILLE,113638
Z V IH L,VILLE,EVANSVILLE,1687761
Z V IH L,VILLE,GAINESVILLE,2687091
Z V IH L,VILLE,JANESVILLE,499677
Z V IH L,VILLE,KINGSVILLE,511866
Z V IH L,VILLE,MARTINSVILLE,663707
Z V IH L,VILLE,PAINESVILLE,143965
Z V IH L,VILLE,ROSEVILLE,1535824
Z V IH L,VILLE,WAYNESVILLE,285068
Z V IH L,SVILLE,MARYSVILLE,831502
UW K,UCH,BARUCH,514672
B EY S,BASE,BASE,81894680
B EY S,BASE,DEBASE,43136
B EY S,BASE,DIABASE,31971
B EY S,BAS,BASTED,69717
B EY S,BAS,BASTING,143414
B EY S,BAS,LAMBASTING,34789
B AE SH,BASH,BASH,4721893
B AE SH,BASH,WABASH,821135
SH AO,SHAW,BASHAW,37353
SH AO,SHAW,SCRIMSHAW,121454
SH AO,SHAW,SHAW,7250288
SH F AH L,FUL,BASHFUL,166436
SH F AH L,FUL,BASHFULNESS,17138
SH F AH L,FUL,WISHFUL,495862
N EH S,NESS,BASHFULNESS,17138
N EH S,NESS,CAREFULNESS,26824
N EH S,NESS,CASUALNESS,22973
N EH S,NESS,FAITHFULNESS,506045
N EH S,NESS,GRUMPINESS,15222
N EH S,NESS,INVERNESS,2247568
N EH S,NESS,NESS,3430085
N EH S,NESS,THANKFULNESS,123327
N EH S,ES,DEFENESTRATION,29497
N EH S,NES,ERNESTO,673663
N EH S,NES,NESTED,5265588
N EH S,NES,NESTER,155912
N EH S,NES,NESTOR,521921
N EH S,NES,NESTORIAN,34090
N EH S,NESSE,FINESSE,588192
B AE S K,BASK,BASK,319041
B AE S K,BASQUE,BASQUE,1797455
T B AO L,BALL,BASKETBALL,33848810
S AO,SO,BASOPHILIC,27267
S AO,SO,BESOTTED,50925
S AO,SO,RISOTTO,355064
S AO,SO,SOFFIT,124396
S AO,SO,SONGWRITER,2505462
S AO,SAW,CHICKASAW,327020
S AO,SAW,OVERSAW,353920
S AO,SAW,SAW,48544776
S AO,SAW,SAWYER,2321394
S AO,HON,DISHONESTLY,62347
S AO,SAU,ESAU,315376
S AO,SAU,PENNSAUKEN,128090
S AO,SAU,SAUCER,1390639
S AO,SAU,SAUCIER,150326
S AO,SAU,SAUCY,474568
S AO,SAU,SAUGERTIES,147483
S AO,SAU,SAUNA,4202256
S AO,SAU,SAUSAGE,2910814
S AO,SAU,WAUSAU,756001
S AO,SOS,ISOSCELES,83958
S AO,SSAU,MISSISSAUGA,1919778
S AO,SSAU,NASSAU,2725369
S AO,SA,SAWING,443953
S AO,SOD,SODOM,402032
S AO,SOF,SOFTENER,371029
S AO,SOL,SOLEMNLY,542502
S AO,SOPH,SOPHISTRY,81431
S R AA,RA,BASRA,469313
S IH T,SSET,BASSET,591680
S IH T,SSETT,CROSSETT,116625
S IH T,SET,DORSET,3579355
S IH T,IT,ELICIT,821500
S IH T,IT,SOLICIT,1420983
S IH T,IT,TACIT,594255
S IH T,SIT,SIT,19797379
S UW N,SSOON,BASSOON,616967
S UW N,SOON,SOON,77038135
B AE S T,BAST,BAST,283052
B AE S T,BAST,BOMBAST,80126
T ER D,TARD,BASTARD,2504042
T ER D,TARD,BUSTARD,89602
T ER D,TARD,CUSTARD,742881
T ER D,TARD,MUSTARD,2820441
T ER D,TARD,PETARD,41680
T ER D,TERED,CENTERED,5823521
T ER D,TERED,CLOISTERED,74115
T ER D,TERED,CLUSTERED,1047443
T ER D,TERED,PLASTERED,329746
T ER D,TERED,REGISTERED,88506935
T ER D,TERED,SEQUESTERED,161510
T ER D,TERED,UNCHARTERED,22527
T ER D,TERED,UNFILTERED,443506
T ER D,TERED,UNREGISTERED,3004589
T ER D,TERRED,DETERRED,300298
T ER D,TERRED,INTERRED,235137
T ER D,TERRED,UNDETERRED,106085
T ER D,TTERED,LETTERED,333334
T ER D,TTERED,TATTERED,421959
T ER D,TTERED,UNCLUTTERED,186625
B EY S T,BASTE,BASTE,95369
B EY S T,BASED,DEBASED,86374
T AH D,TED,BASTED,69717
T AH D,TED,BELTED,393046
T AH D,TED,BLASTED,930069
T AH D,TED,BREASTED,1531413
T AH D,TED,BUDGETED,1189863
T AH D,TED,CALCULATED,16609500
T AH D,TED,CALIBRATED,1429316
T AH D,TED,CHLORINATED,536987
T AH D,TED,CIRCULATED,1828203
T AH D,TED,CITED,11195944
T AH D,TED,COATED,6071039
T AH D,TED,COLLABORATED,804574
T AH D,TED,COMPENSATED,1828676
T AH D,TED,COMPLETED,54810628
T AH D,TED,COMPLICATED,8423441
T AH D,TED,COMPUTED,5709026
T AH D,TED,CONCATENATED,299095
T AH D,TED,CONCEITED,199751
T AH D,TED,CONCENTRATED,4848674
T AH D,TED,CONCERTED,1009816
T AH D,TED,CONFISCATED,736553
T AH D,TED,CONSECRATED,500157
T AH D,TED,CONSOLIDATED,9557816
T AH D,TED,CONSTIPATED,116339
T AH D,TED,CONSTITUTED,2251515
T AH D,TED,CONTAMINATED,4421206
T AH D,TED,CONTENTED,446272
T AH D,TED,CONTORTED,114690
T AH D,TED,CONVOLUTED,465588
T AH D,TED,COOPERATED,337062
T AH D,TED,CORRELATED,3106557
T AH D,TED,CORRUGATED,1184999
T AH D,TED,CREATED,82342853
T AH D,TED,CULMINATED,508157
T AH D,TED,DECORATED,4402966
T AH D,TED,DEDICATED,33916569
T AH D,TED,DEHYDRATED,562353
T AH D,TED,DELEGATED,2017165
T AH D,TED,DELETED,12207876
T AH D,TED,DELIGHTED,3812221
T AH D,TED,DEMODULATED,28948
T AH D,TED,DEMONSTRATED,11721030
T AH D,TED,DENOTED,1694637
T AH D,TED,DEPRECATED,3988883
T AH D,TED,DESICCATED,79666
T AH D,TED,DETONATED,315509
T AH D,TED,DEVASTATED,1150759
T AH D,TED,DEVOTED,8115627
T AH D,TED,DILUTED,2383641
T AH D,TED,DISASSOCIATED,49442
T AH D,TED,DISCOMBOBULATED,34613
T AH D,TED,DISCRIMINATED,642954
T AH D,TED,DISPUTED,1950655
T AH D,TED,DISSEMINATED,1231545
T AH D,TED,DISTORTED,1748105
T AH D,TED,DISTRIBUTED,28094905
T AH D,TED,DOMESTICATED,409419
T AH D,TED,DOMINATED,5055248
T AH D,TED,ELABORATED,797387
T AH D,TED,ELATED,358902
T AH D,TED,ELIMINATED,4696196
T AH D,TED,ELONGATED,813787
T AH D,TED,ELUCIDATED,209571
T AH D,TED,ESTIMATED,32731518
T AH D,TED,EVALUATED,10288417
T AH D,TED,EVAPORATED,546714
T AH D,TED,EXACERBATED,654253
T AH D,TED,EXAGGERATED,1191139
T AH D,TED,EXCITED,9611150
T AH D,TED,EXCOMMUNICATED,125439
T AH D,TED,EXTIRPATED,85472
T AH D,TED,FABRICATED,1914220
T AH D,TED,FARSIGHTED,56183
T AH D,TED,FASCINATED,1228746
T AH D,TED,FLAGELLATED,13932
T AH D,TED,FORMULATED,3032757
T AH D,TED,FROSTED,1162704
T AH D,TED,FRUSTRATED,3221201
T AH D,TED,GENERATED,38437769
T AH D,TED,GIFTED,3733747
T AH D,TED,GLACIATED,61680
T AH D,TED,HATED,3173792
T AH D,TED,HEARTED,1810871
T AH D,TED,HEATED,5694239
T AH D,TED,HUNTED,1048330
T AH D,TED,HYDRATED,369449
T AH D,TED,ILLUMINATED,2678843
T AH D,TED,ILLUSTRATED,12858193
T AH D,TED,IMMOLATED,15256
T AH D,TED,INCULCATED,69250
T AH D,TED,INDICATED,22471844
T AH D,TED,INEBRIATED,110230
T AH D,TED,INHABITED,1149721
T AH D,TED,INITIATED,7577787
T AH D,TED,INSERTED,5642430
T AH D,TED,INSULATED,2719889
T AH D,TED,INTEGRATED,37600088
T AH D,TED,INVALIDATED,345206
T AH D,TED,INVESTIGATED,6077280
T AH D,TED,INVITED,14757576
T AH D,TED,IRRITATED,743436
T AH D,TED,ISOLATED,9421703
T AH D,TED,JOINTED,375370
T AH D,TED,LAMINATED,2183151
T AH D,TED,LEGISLATED,279201
T AH D,TED,LIGHTED,2031416
T AH D,TED,LIMITED,106154969
T AH D,TED,LISTED,117951402
T AH D,TED,LOCATED,66249627
T AH D,TED,MATRICULATED,176033
T AH D,TED,MOTIVATED,5411329
T AH D,TED,MOUNTED,12391977
T AH D,TED,MUTILATED,355209
T AH D,TED,NAUSEATED,78808
T AH D,TED,NECESSITATED,458093
T AH D,TED,NESTED,5265588
T AH D,TED,NOMINATED,5473700
T AH D,TED,NOTED,29754565
T AH D,TED,OBVIATED,49416
T AH D,TED,OFFICIATED,150013
T AH D,TED,ORIGINATED,2764536
T AH D,TED,OSCILLATED,35382
T AH D,TED,ROOTED,2315294
T AH D,TED,UNDULATED,21414
T AH D,TTED,EMITTED,1380227
T AH D,TTED,OMITTED,4329280
T AH D,ID,FETID,75712
T AH D,RSTAD,HARSTAD,57623
T IH L,TILLE,BASTILLE,506482
T IH L,TILE,INFANTILE,395052
T IH L,TILE,QUARTILE,521119
T IH L,STILL,INSTILL,458692
T IH L,TIL,MATILDA,990513
T IH L,TIL,TIL,5700373
T IH L,TIL,TILBURY,244368
T IH L,TIL,TILDA,137208
T IH L,TIL,TILDE,344748
T IH L,TIL,UNTIL,113090086
T IH L,TILL,TILL,16376756
B AE CH,BATCH,BATCH,7835050
B EY T S,BATES,BATES,3503755
T S V IH L,VILLE,BATESVILLE,656745
T S V IH L,VILLE,CHARLOTTESVILLE,1904529
T S V IH L,VILLE,HARTSVILLE,159946
T S V IH L,VILLE,HUNTSVILLE,3279816
T S V IH L,VILLE,WENTZVILLE,102186
B AE TH,BATH,BATH,30537308
B EY DH,BATHE,BATHE,494252
DH IH NG,HING,BATHING,2738196
DH IH NG,HING,BREATHING,6778253
DH IH NG,HING,CLOTHING,72455943
DH IH NG,HING,SCATHING,290412
DH IH NG,HING,SHEATHING,227338
DH IH NG,HING,SOOTHING,1817294
DH IH NG,HING,SUNBATHING,459581
DH IH NG,HING,TEETHING,408720
DH IH NG,HING,TITHING,156128
DH IH NG,HING,WRITHING,204090
DH IH NG,THING,WORTHINGTON,1304703
L IH TH,LITH,BATHOLITH,43358
L IH TH,LITH,MONOLITH,403440
L IH TH,LETH,DERLETH,33162
L IH TH,LETH,EVELETH,85721
L IH TH,ITH,LILITH,406120
TH SH IY,SHE,BATHSHEBA,114113
TH ER S T,URST,BATHURST,801903
TH ER S T,THIRST,THIRST,1352279
B AE T S,BATS,BATS,3160196
T AH L D,TTLED,BATTLED,562859
T AH L D,TTLED,EMBATTLED,296858
T AH L D,TTLED,MOTTLED,329195
T AH L D,TTLED,UNSETTLED,471519
T AH L D,TLED,TITLED,5523710
T AH L D,TALED,TOTALED,1236803
T AH L D,TALLED,TOTALLED,364316
F R AH N T,FRONT,BATTLEFRONT,1103478
F R AH N T,FRONT,FRONT,100886343
F R AH N T,FRONT,OCEANFRONT,1552758
F R AH N T,FRONT,WATERFRONT,4693479
B AO D,BAUD,BAUD,831889
B AO D,BAWD,BAWD,30944
B AW,BAU,BAUER,4197776
B AW,BAU,BAUMEISTER,78236
B AW,BOUGH,BOUGH,520067
B AW,BOU,BOULANGER,146585
B AW,BOW,BOW,9663748
B AW,BOW,BOWEL,2666510
B AW,BOW,BOWERY,342185
B AW,BO,BOWER,783946
M AY S,MEIS,BAUMEISTER,78236
M AY S,MAES,MAESTRO,1796104
M AY S,MICE,MICE,11967727
K S AY T,ITE,BAUXITE,244266
K S AY T,XCITE,EXCITE,3404340
ER D,YARD,BAYARD,357497
ER D,ARD,EVERARD,133189
ER D,ARD,SHERARD,27608
ER D,ERED,FLOWERED,447737
ER D,ERED,POWERED,106119933
ER D,ERED,TOWERED,91449
ER D,ERED,UNDERPOWERED,91713
Y OW N,YONNE,BAYONNE,453323
B EY R,BAYR,BAYREUTH,202474
B EY R,BEIR,BEIRA,81159
B EY R,BEIR,BEIRUT,2062273
OY TH,EUTH,BAYREUTH,202474
Z UW,ZOO,BAZOOKA,396794
Z UW,ZOO,KALAMAZOO,1738974
Z UW,ZOO,ZOO,11589578
Z UW,ZU,GLAZUNOV,52525
Z UW,ZU,KWAZULU,1581738
Z UW,ZU,SUZUKI,7943973
Z UW,ZU,ZUCCHINI,789907
Z UW,ZU,ZULU,1120236
Z UW,U,LAZULI,255781
Z UW,SUM,PRESUMABLY,3446073
Z UW,SU,PRESUMING,224120
Z UW,SU,RESUMING,501512
B IY CH,BEACH,BEACH,105642682
B IY CH,BEACH,BEACHCOMBER,292929
B IY CH,BEECH,BEECH,2327119
B IY D,BEAD,BEAD,4916807
B IY D,BEDE,BEDE,296472
B IY D,BBIED,LOBBIED,351022
B IY K,BEAK,BEAK,561383
B IY K,BEEK,BEEK,179035
B IY K,BIQUE,MOZAMBIQUE,7096287
B IY M,BEAM,BEAM,11827772
B IY N,BEAN,BEAN,8839308
B IY N,BINE,SABINE,1041514
B IH R D,BEARD,BEARD,3166516
B IH R,BEAR,BEARDED,863617
B IH R,BEARDS,BEARDSLEY,263121
B IH R,BEER,BEER,20486707
B IH R,BEER,BEERY,90230
B IH R,BEER,MEYERBEER,48094
B IH R,BER,BERATE,76121
B IH R,BER,BERATED,75385
B IH R,BER,BERATING,65658
B IH R,BER,IBERIA,828865
B IH R,BER,IBERIAN,465567
B IH R,BER,LIBERIA,5507258
B IH R,BER,SIBERIA,1016051
B IH R,BER,SIBERIAN,1928755
B IH R,BIR,BIRO,185336
D AH D,DED,BEARDED,863617
D AH D,DED,BONDED,2635939
D AH D,DED,BOUNDED,2936998
D AH D,DED,CEDED,316917
D AH D,DED,COINCIDED,494775
D AH D,DED,CONCLUDED,9354983
D AH D,DED,CORDED,1108666
D AH D,DED,CROWDED,3236969
D AH D,DED,DECODED,730276
D AH D,DED,DEGRADED,1323960
D AH D,DED,DOWNGRADED,424982
D AH D,DED,ERODED,768360
D AH D,DED,EXCLUDED,7071343
D AH D,DED,EXPANDED,13932764
D AH D,DED,EXPLODED,1678214
D AH D,DED,EXTENDED,35651592
D AH D,DED,EXTRUDED,638691
D AH D,DED,FADED,1899648
D AH D,DED,FLOODED,1761295
D AH D,DED,GRADED,3325972
D AH D,DED,GUARDED,1257448
D AH D,DED,GUIDED,9015660
D AH D,DED,HANDED,8150012
D AH D,DED,HEADED,10058504
D AH D,DED,INCLUDED,92002729
D AH D,DED,INTRUDED,105773
D AH D,DED,INVADED,1403322
D AH D,DED,JADED,576218
D AH D,DED,LANDED,3730816
D AH D,DED,LOADED,13714028
D AH D,DED,MINDED,4968607
D AH D,DED,ROUNDED,4284892
D AH D,DUD,DUD,273654
D AH D,DDED,NODDED,1982403
D AH D,DID,SORDID,363401
B IH R D S,BEARDS,BEARDSTOWN,83567
IH NG Z,INGS,BEARINGS,3331864
IH NG Z,INGS,DOINGS,366404
IH NG Z,INGS,MOORINGS,465387
B IY S T,BEAST,BEAST,14787561
B IY S,BEAST,BEASTIE,812460
B IY S,BEAST,BEASTLY,183146
B IY S,BESE,OBESE,1673406
B IY T,BEAT,BEAT,27616668
B IY T,BEET,BEET,816051
T AH L Z,LES,BEATLES,9231396
T AH L Z,TALS,GENITALS,825965
T AH L Z,TALS,IMMORTALS,225385
T N IH K,NIK,BEATNIK,182052
T N IH K,NIK,SPUTNIK,332291
T R IH S,TRICE,BEATRICE,1325653
T R IH S,RESS,HUNTRESS,173048
T R IH S,TRIS,PATRISTIC,86250
T R IH S,TRIS,TRISTA,169310
T R IH S,TRIS,TRISTAN,1842365
T R IH S,TRIS,TRISTRAM,372319
B OW R,BEAUR,BEAUREGARD,285264
B AA P,BOP,BEBOP,1000401
B AA P,BOP,BOP,1725693
K AA M D,CALMED,BECALMED,25383
K EY M,CAME,BECAME,37332761
K EY M,CAME,CAME,73286694
K EY M,CAME,OVERCAME,534653
K AO Z,CAUSE,BECAUSE,271323986
K IH T,ETT,BECKETT,1373060
K IH T,ETT,BLACKETT,86043
K IH T,ETT,CROCKETT,1008865
K IH T,ETT,LOCKETT,147481
K IH T,ETT,PICKETT,967822
K IH T,ET,BLUEJACKET,29198
K IH T,ET,BRACKET,5321561
K IH T,ET,BUCKET,4415452
K IH T,ET,CRICKET,11442124
K IH T,ET,LOCKET,506690
K IH T,ET,NANTUCKET,1345816
K IH T,ET,PAWTUCKET,431734
K IH T,ET,PICKET,816389
K IH T,ET,RACKET,997700
K IH T,ET,THICKET,283399
K IH T,KET,HAYMARKET,611520
K IH T,KET,HYPERMARKET,86508
K IH T,KET,JUNKET,112807
K IH T,KET,SUPERMARKET,2885844
K IH T,KIT,KIT,59963349
K IH T,QUET,RACQUET,1077282
K IH T,QUET,TOURNIQUET,218452
D CH EY M,CHAM,BEDCHAMBER,49222
V AH L D,ILED,BEDEVILED,47639
V AH L D,ELLED,BEVELLED,97761
V AH L D,ELLED,LEVELLED,282471
V AH L D,ELLED,TRAVELLED,2294125
V AH L D,ELED,DISHEVELED,85893
V AH L D,ELED,LEVELED,558348
